0.0957856,1.26712
3.47789,1.26512
3.62639,1.18938
4.07300,1.46336
4.18459,1.50112
4.40810,1.72794
4.51934,1.61440
4.59389,1.70892
4.74253,1.69938
5.05885,1.87886
5.26286,1.69907
5.26286,1.69907
5.39169,1.15052
5.39169,1.15052
5.59496,0.649202
5.59496,0.649202
5.79913,0.545060
5.79913,0.545060
5.92945,0.649004
5.92945,0.649004
6.02265,0.771883
6.02265,0.771883
6.24569,0.790664
6.37564,0.733849
6.37564,0.733849
6.45021,0.837826
6.71015,0.743107
6.87770,0.875399
6.87770,0.875399
6.97034,0.752410
6.97034,0.752410
7.17462,0.695550
7.17462,0.695550
7.26725,0.572561
7.26725,0.572561
7.39742,0.610310
7.39742,0.610310
7.69486,0.657417
7.69486,0.657417
7.91770,0.591090
7.91770,0.591090
8.02927,0.619393
8.02927,0.619393
8.19634,0.543643
8.19634,0.543643
8.34522,0.638120
8.34522,0.638120
8.43814,0.638065
8.43814,0.638065
8.79052,0.335249
8.79052,0.335249
8.90228,0.448661
8.90228,0.448661
8.99507,0.391867
8.99507,0.391867
9.10676,0.476909
9.10676,0.476909
9.21789,0.316083
9.21789,0.316083
9.44078,0.268669
9.44078,0.268669
9.62693,0.410407
9.62693,0.410407
9.86853,0.419720
9.86853,0.419720
10.0170,0.325068
10.0170,0.325068
