0.0475846,1.54131
0.0475846,1.54131
3.21782,1.52623
3.21782,1.52623
3.32848,1.44092
3.32848,1.44092
3.44326,1.96082
3.44326,1.96082
3.64339,1.40254
3.64339,1.40254
3.75599,1.60092
3.75599,1.60092
3.97743,1.44923
3.97743,1.44923
4.20229,1.79872
4.20229,1.79872
4.49848,1.73200
4.49848,1.73200
4.69058,2.71512
4.69058,2.71512
4.79808,2.16646
4.79808,2.16646
4.92863,2.27970
4.92863,2.27970
5.02784,3.23462
5.02784,3.23462
5.17049,2.40221
5.17049,2.40221
5.30059,2.44926
5.30059,2.44926
5.38768,1.62640
5.38768,1.62640
5.49847,1.56001
5.49847,1.56001
5.59155,1.61658
5.59155,1.61658
5.68251,1.36110
5.68251,1.36110
5.79626,1.72970
5.79626,1.72970
5.90544,1.42690
5.90544,1.42690
5.99730,1.30380
5.99730,1.30380
6.10918,1.39817
6.10918,1.39817
6.32966,1.10463
6.32966,1.10463
6.47888,1.23675
6.47888,1.23675
6.71764,0.905358
6.71764,0.905358
7.06771,0.583220
7.06771,0.583220
7.23572,0.753137
7.23572,0.753137
7.32900,0.838079
7.32900,0.838079
7.43915,0.677126
7.43915,0.677126
7.56963,0.780914
7.56963,0.780914
7.67997,0.648329
7.67997,0.648329
7.79275,0.875083
7.79275,0.875083
7.90141,0.496635
7.90141,0.496635
8.03106,0.477492
8.03106,0.477492
8.14379,0.694789
8.14379,0.694789
8.34495,0.287808
8.34495,0.287808
8.43823,0.372750
8.43823,0.372750
8.86400,0.277431
8.86400,0.277431
8.97666,0.485272
8.97666,0.485272
9.08615,0.229755
9.08615,0.229755
9.20036,0.664546
9.20036,0.664546
9.28958,0.153744
9.28958,0.153744
9.60514,0.209923
9.60514,0.209923
9.80863,0.143367
9.80863,0.143367
9.92019,0.190451
9.92019,0.190451
10.0311,0.142973
10.0311,0.142973
