0.0655426,1.22990
0.0655426,1.22990
3.22355,1.19259
3.22355,1.19259
3.30137,1.32360
3.30137,1.32360
3.41219,1.26661
3.41219,1.26661
3.64017,1.42491
3.64017,1.42491
3.69536,1.38702
3.69536,1.38702
3.83099,1.59282
3.83099,1.59282
3.88706,1.59249
3.88706,1.59249
4.15176,1.72241
4.15176,1.72241
4.41384,1.73965
4.41384,1.73965
4.58357,1.80439
4.58357,1.80439
4.73090,1.70962
4.73090,1.70962
4.84609,1.84041
4.84609,1.84041
4.99735,1.91465
4.99735,1.91465
5.12359,1.71671
5.12359,1.71671
5.40043,1.56483
5.40043,1.56483
5.58165,1.31961
5.58165,1.31961
5.67706,1.40356
5.67706,1.40356
5.78657,1.29023
5.78657,1.29023
5.99215,1.28903
5.99215,1.28903
6.04996,1.36381
6.04996,1.36381
6.16232,1.37254
6.16232,1.37254
6.29161,1.30605
6.29161,1.30605
6.44003,1.25823
6.44003,1.25823
6.58736,1.16345
6.71950,1.21902
6.71950,1.21902
6.83054,1.17142
6.83054,1.17142
7.16017,0.878371
7.16017,0.878371
7.34903,0.961779
7.34903,0.961779
7.51352,0.801171
7.51352,0.801171
7.59002,0.875848
7.59002,0.875848
7.71932,0.809354
7.71932,0.809354
7.84403,0.545683
7.84403,0.545683
7.88337,0.629968
7.88337,0.629968
8.03419,0.685427
8.03419,0.685427
8.14480,0.619043
8.14480,0.619043
8.27693,0.674612
8.27693,0.674612
8.51880,0.626239
8.51880,0.626239
8.78306,0.737376
8.78306,0.737376
8.91389,0.736608
8.91389,0.736608
9.04602,0.792177
9.21095,0.650349
9.21095,0.650349
9.30526,0.687358
9.30526,0.687358
9.71118,0.459599
9.71118,0.459599
9.95807,0.627182
9.95807,0.627182
10.0687,0.560798
10.0687,0.560798
